joyeg,twitch: https://www.twitch.tv/joyeg 
joyeg,MAL: https://myanimelist.net/profile/nadeshikoo
wilztan,MAL: https://myanimelist.net/profile/InformedRightist 
joyeg,Twitter: https://twitter.com/jonathanpodiono 
joyeg,FB: https://www.facebook.com/jonathan.podiono 
