87145683911479296,joyeg,934
95815789742944256,Moballs,862
502111138398470144,pear,1022
326762999882842113,Benomatic,2148
95492173562130432,Mizunoちゃん,3656
269814661145296897,russel8_,804
314080694601121793,4b41,1060
171175411424821248,MichaelH,6604
